Date,Open,High,Low,Close,Adj Close,Volume
2009-04-06,116.000000,117.949997,114.050003,116.650002,93.618233,21098100
2009-04-07,114.000000,119.760002,113.570000,116.080002,93.160782,22183000
2009-04-08,117.370003,117.550003,112.500000,114.750000,92.093369,20406200
2009-04-09,119.790001,124.980003,117.449997,124.330002,99.781898,25610700
2009-04-13,122.809998,131.270004,122.500000,130.149994,104.452759,36460800
2009-04-14,123.760002,124.239998,115.099998,115.110001,92.382286,79935800
2009-04-15,116.720001,122.099998,113.570000,121.190002,97.261848,41345800
2009-04-16,123.089996,123.669998,119.580002,121.190002,97.261848,23574500
2009-04-17,120.839996,122.959999,118.959999,120.599998,96.788353,21841200
2009-04-20,116.970001,118.900002,115.000000,115.010002,92.302040,21609500
2009-04-21,113.760002,121.029999,113.379997,120.360001,96.595711,24772300
2009-04-22,118.610001,124.800003,117.839996,120.489998,96.700043,28219000
2009-04-23,121.639999,122.970001,118.209999,122.809998,98.561981,20133300
2009-04-24,123.250000,123.699997,120.250000,121.300003,97.350128,22407200
2009-04-27,119.339996,124.370003,119.339996,120.900002,97.029091,19129700
2009-04-28,120.169998,122.250000,119.800003,120.669998,96.844528,14907300
2009-04-29,122.019997,127.940002,121.599998,127.180000,102.069145,22999800
2009-04-30,128.520004,129.649994,125.180000,128.500000,103.128532,24834600
2009-05-01,127.900002,130.270004,126.160004,127.080002,101.988914,17536300
2009-05-04,127.510002,134.429993,126.160004,134.160004,107.670998,23434000
2009-05-05,132.899994,136.199997,132.550003,135.199997,108.505646,16811000
2009-05-06,136.800003,140.360001,136.050003,139.220001,111.731903,20439300
2009-05-07,140.979996,141.559998,131.809998,133.729996,107.325912,23188600
2009-05-08,134.889999,139.589996,133.149994,139.589996,112.028862,19152000
2009-05-11,136.850006,138.960007,134.830002,135.779999,108.971161,18391800
2009-05-12,137.029999,138.399994,132.210007,135.410004,108.674225,21101400
2009-05-13,133.199997,133.389999,128.059998,129.259995,103.738487,18621300
2009-05-14,129.119995,134.440002,128.940002,133.600006,107.221573,17411400
2009-05-15,134.020004,136.100006,132.199997,134.399994,107.863617,14754700
2009-05-18,137.199997,143.149994,136.779999,143.149994,114.885986,18622700
2009-05-19,142.589996,144.860001,141.149994,141.149994,113.280876,15324300
2009-05-20,142.309998,142.630005,136.020004,136.440002,109.500824,21426800
2009-05-21,134.050003,139.449997,133.919998,137.160004,110.361771,16135500
2009-05-22,137.779999,138.990005,136.050003,136.350006,109.710068,9058400
2009-05-26,134.610001,142.070007,134.610001,142.050003,114.296394,13768700
2009-05-27,142.220001,145.490005,140.009995,140.009995,112.654953,16696900
2009-05-28,141.649994,145.289993,139.289993,144.649994,116.388428,14803100
2009-05-29,145.809998,145.899994,141.279999,144.570007,116.324005,14130000
2009-06-01,145.800003,147.369995,143.309998,144.330002,116.130936,18403800
2009-06-02,143.250000,144.970001,142.009995,143.130005,115.165329,11988200
2009-06-03,141.910004,143.309998,140.740005,142.149994,114.376801,11809700
2009-06-04,144.649994,149.750000,144.399994,149.470001,120.266640,17166900
2009-06-05,151.050003,151.169998,148.699997,149.009995,119.896469,12817500
2009-06-08,147.550003,149.440002,146.190002,148.350006,119.365532,10908900
2009-06-09,149.000000,150.789993,148.100006,149.309998,120.137901,11566100
2009-06-10,149.929993,149.990005,144.520004,146.679993,118.021759,14346700
2009-06-11,146.119995,147.949997,145.000000,145.149994,116.790665,12086500
2009-06-12,144.380005,146.429993,144.149994,145.639999,117.184944,8209900
2009-06-15,144.169998,145.600006,142.899994,143.009995,115.068787,8742100
2009-06-16,143.940002,145.850006,143.259995,144.160004,115.994179,10129700
2009-06-17,144.089996,144.089996,139.029999,139.729996,112.429649,14054600
2009-06-18,139.960007,143.699997,139.630005,143.089996,115.133148,10526500
2009-06-19,143.190002,144.389999,141.529999,143.130005,115.165329,9473700
