Date,Open,High,Low,Close,Adj Close,Volume
2009-04-06,52.029999,52.540001,51.669998,52.200001,34.612099,12768700
2009-04-07,51.889999,52.000000,51.279999,51.360001,34.055111,13130100
2009-04-08,51.540001,51.869999,51.200001,51.450001,34.114792,10935000
2009-04-09,51.990002,52.060001,51.099998,51.410000,34.088264,15056300
2009-04-13,51.270000,51.560001,51.000000,51.150002,33.915871,12067200
2009-04-14,51.990002,52.459999,51.209999,51.369999,34.061741,20768400
2009-04-15,51.790001,52.080002,51.349998,51.770000,34.326965,11502500
2009-04-16,51.910000,52.320000,51.549999,52.200001,34.612099,12216300
2009-04-17,52.500000,53.369999,52.250000,53.049999,35.175701,17691800
2009-04-20,53.169998,53.490002,52.340000,52.470001,34.791130,15308900
2009-04-21,52.549999,52.880001,52.000000,52.459999,34.784489,12236500
2009-04-22,52.099998,52.150002,51.110001,51.180000,33.935764,13348300
2009-04-23,51.380001,51.509998,50.310001,51.400002,34.081635,14595000
2009-04-24,51.759998,51.840000,50.639999,50.919998,33.763355,14767300
2009-04-27,51.320000,51.709999,50.630001,50.860001,33.723576,13055900
2009-04-28,50.779999,51.279999,50.410000,50.650002,33.584332,12084100
2009-04-29,51.049999,51.090000,50.119999,51.029999,33.836300,18496500
2009-04-30,51.470001,52.610001,51.349998,52.360001,34.718189,20004600
2009-05-01,52.529999,52.590000,51.669998,52.590000,34.870682,12504500
2009-05-04,52.610001,53.900002,52.599998,53.759998,35.646465,15114500
2009-05-05,53.750000,54.400002,53.450001,54.360001,36.044315,13320600
2009-05-06,54.750000,54.750000,53.580002,54.209999,35.944851,16616500
2009-05-07,53.880001,55.000000,53.540001,54.889999,36.395748,15243000
2009-05-08,55.070000,55.500000,54.700001,54.980000,36.455391,13030600
2009-05-11,54.560001,54.869999,54.000000,54.110001,35.878540,13073000
2009-05-12,54.480000,55.169998,53.900002,55.000000,36.468662,11826000
2009-05-13,54.700001,55.439999,54.509998,55.150002,36.568130,10972400
2009-05-14,55.320000,55.400002,54.759998,55.020000,36.481922,11986300
2009-05-15,55.000000,55.439999,54.709999,55.410000,36.740528,16430700
2009-05-18,55.799999,56.119999,55.220001,56.049999,37.164890,12879100
2009-05-19,56.209999,56.209999,55.700001,55.889999,37.058800,13350400
2009-05-20,56.220001,56.480000,55.799999,55.869999,37.045544,13729800
2009-05-21,55.430000,55.580002,54.450001,54.990002,36.784660,12492700
2009-05-22,55.099998,55.439999,54.630001,54.770000,36.637505,7425900
2009-05-26,54.689999,55.419998,54.119999,55.259998,36.965256,11389200
2009-05-27,55.439999,55.500000,54.160000,54.220001,36.269577,12480300
2009-05-28,54.250000,54.919998,53.860001,54.529999,36.476944,10890800
2009-05-29,54.590000,55.279999,54.000000,55.160000,36.898380,12505200
2009-06-01,55.750000,56.049999,55.270000,55.779999,37.313107,12454200
2009-06-02,56.049999,56.480000,55.619999,56.209999,37.600761,10277000
2009-06-03,55.880001,56.299999,55.660000,56.160000,37.567310,11191300
2009-06-04,56.360001,56.400002,55.470001,55.840000,37.353245,12219700
2009-06-05,55.810001,56.200001,55.139999,55.930000,37.413452,10215400
2009-06-08,55.720001,56.139999,55.160000,55.630001,37.212776,9891200
2009-06-09,56.029999,56.250000,55.650002,55.700001,37.259602,11173700
2009-06-10,56.020000,56.250000,55.220001,55.660000,37.232853,13263900
2009-06-11,55.650002,56.480000,55.610001,56.049999,37.493725,12778400
2009-06-12,55.880001,56.540001,55.720001,56.060001,37.500423,11882300
2009-06-15,55.840000,55.980000,54.540001,54.750000,36.624111,14810500
2009-06-16,55.009998,55.320000,54.590000,54.619999,36.537148,12606700
2009-06-17,54.680000,55.529999,54.549999,55.200001,36.925133,13061800
2009-06-18,55.369999,56.169998,55.009998,55.790001,37.319798,12103400
2009-06-19,56.299999,56.650002,55.910000,56.090000,37.520485,19334700
2009-06-22,55.869999,55.959999,55.380001,55.490002,37.119125,13237400
2009-06-23,55.540001,55.590000,54.910000,55.009998,36.798038,12447400
2009-06-24,55.259998,55.830002,55.040001,55.459999,37.099052,12467600
2009-06-25,55.310001,56.439999,55.119999,56.270000,37.640903,14239900
2009-06-26,56.209999,56.599998,55.650002,56.599998,37.861641,32295700
2009-06-29,56.610001,57.000000,56.029999,56.959999,38.102467,13811100
2009-06-30,57.230000,57.230000,56.230000,56.799999,37.995430,15974700
2009-07-01,56.820000,57.180000,56.389999,57.070000,38.176037,15318000
2009-07-02,56.730000,56.730000,55.950001,55.980000,37.446899,15118600
2009-07-06,56.110001,56.759998,55.709999,56.619999,37.875031,12879500
2009-07-07,56.610001,56.709999,56.130001,56.230000,37.614140,9678600
2009-07-08,56.450001,57.220001,56.230000,57.080002,38.182724,15414200
2009-07-09,57.099998,57.250000,56.290001,56.689999,37.921833,11324800
2009-07-10,56.340000,57.380001,56.250000,56.930000,38.082382,13661800
2009-07-13,56.910000,57.860001,56.770000,57.720001,38.610847,13564900
2009-07-14,58.000000,58.709999,57.439999,58.230000,38.952007,20433700
2009-07-15,58.459999,59.000000,58.220001,58.959999,39.440331,12986200
2009-07-16,58.939999,59.700001,58.820000,59.250000,39.634304,11596000
2009-07-17,59.560001,59.560001,58.740002,59.230000,39.620937,11311000
2009-07-20,59.459999,59.459999,58.740002,59.060001,39.507214,9226300
2009-07-21,59.330002,59.900002,58.820000,59.490002,39.794853,11222600
2009-07-22,59.450001,59.840000,58.950001,59.189999,39.594181,9358600
2009-07-23,59.259998,60.349998,59.099998,60.220001,40.283176,12494700
2009-07-24,60.259998,61.619999,60.220001,61.509998,41.146107,11413300
2009-07-27,61.490002,61.689999,60.619999,61.270000,40.985561,7937700
2009-07-28,61.029999,61.570000,60.599998,60.919998,40.751434,9025500
2009-07-29,60.740002,61.439999,60.689999,61.160000,40.911987,10522700
2009-07-30,61.660000,62.470001,61.520000,61.790001,41.333401,12636500
2009-07-31,61.830002,62.169998,60.779999,60.889999,40.731365,13230900
2009-08-03,61.160000,61.189999,60.430000,61.099998,40.871826,11178800
2009-08-04,61.150002,61.150002,60.669998,61.060001,40.845097,8906600
2009-08-05,61.189999,61.230000,60.290001,60.450001,40.437031,8575200
2009-08-06,60.669998,60.669998,59.700001,59.930000,40.089199,10835400
2009-08-07,59.959999,60.430000,59.849998,59.900002,40.069138,9974900
2009-08-10,60.080002,60.720001,59.549999,60.720001,40.617638,9519100
2009-08-11,60.680000,60.919998,60.150002,60.220001,40.283176,8302200
2009-08-12,60.259998,61.049999,60.029999,60.590000,40.530689,8219600
2009-08-13,60.689999,60.689999,60.049999,60.320000,40.350075,8338200
2009-08-14,60.419998,60.700001,59.639999,60.080002,40.189522,8961000
2009-08-17,59.599998,60.200001,59.590000,59.820000,40.015617,12926100
2009-08-18,59.950001,59.950001,59.500000,59.799999,40.002228,8803000
2009-08-19,59.770000,60.490002,59.680000,60.369999,40.383507,10498900
2009-08-20,60.549999,61.189999,60.180000,60.950001,40.771500,9955000
2009-08-21,61.090000,61.419998,60.610001,61.029999,41.155869,12594000
2009-08-24,61.180000,61.279999,60.689999,61.279999,41.324478,10500700
2009-08-25,61.020000,61.490002,60.849998,61.139999,41.230057,10808100
2009-08-26,61.259998,61.349998,60.509998,60.630001,40.886143,10865500
2009-08-27,60.570000,60.730000,59.950001,60.490002,40.791721,11027900
2009-08-28,60.750000,60.750000,60.060001,60.290001,40.656841,10897800
2009-08-31,60.040001,60.590000,59.959999,60.439999,40.758011,10181300
2009-09-01,60.349998,60.750000,59.619999,59.939999,40.420837,11890800
2009-09-02,59.669998,60.020000,59.470001,59.759998,40.299450,8587000
2009-09-03,59.840000,59.840000,59.279999,59.689999,40.252247,8722700
2009-09-04,59.720001,60.349998,59.630001,60.320000,40.677094,7425300
2009-09-08,60.770000,60.770000,59.990002,60.570000,40.845684,8792600
2009-09-09,60.779999,61.130001,60.660000,60.919998,41.081703,9303100
2009-09-10,61.040001,61.049999,60.419998,60.660000,40.906380,8825300
2009-09-11,60.700001,60.889999,60.230000,60.419998,40.744522,8480200
2009-09-14,60.340000,60.730000,60.209999,60.340000,40.690582,6654400
2009-09-15,60.529999,60.529999,59.810001,60.150002,40.562450,8321100
2009-09-16,60.310001,60.349998,59.740002,60.189999,40.589420,10831200
2009-09-17,60.200001,60.900002,60.169998,60.770000,40.980549,12261500
2009-09-18,61.040001,61.250000,60.709999,60.779999,40.987293,14463600
2009-09-21,60.450001,60.889999,60.419998,60.669998,40.913124,7237900
2009-09-22,60.869999,61.169998,60.349998,61.080002,41.189613,9997200
2009-09-23,61.160000,61.279999,60.700001,60.770000,40.980549,11175400
2009-09-24,60.889999,61.000000,60.590000,60.720001,40.946827,9290700
2009-09-25,60.570000,60.959999,60.490002,60.619999,40.879395,7883600
2009-09-28,60.700001,61.540001,60.450001,61.270000,41.317726,8721100
2009-09-29,61.279999,61.419998,60.880001,60.930000,41.088448,7556800
2009-09-30,61.020000,61.090000,60.330002,60.889999,41.061478,11039300
2009-10-01,60.930000,60.930000,59.770000,59.810001,40.333168,12207800
2009-10-02,59.820000,60.200001,59.419998,59.730000,40.279221,9125400
2009-10-05,59.799999,59.930000,59.439999,59.820000,40.339920,7113800
2009-10-06,60.080002,60.540001,59.340000,60.290001,40.656841,11766000
2009-10-07,60.169998,60.770000,59.959999,60.709999,40.940094,7271500
2009-10-08,61.070000,61.279999,60.880001,60.939999,41.095188,9221000
2009-10-09,60.810001,61.740002,60.810001,61.740002,41.634674,9247900
2009-10-12,61.889999,62.740002,61.869999,62.529999,42.167412,12697200
2009-10-13,60.919998,61.400002,60.630001,61.009998,41.142384,23501200
2009-10-14,61.209999,61.240002,60.139999,60.549999,40.832203,18951100
2009-10-15,60.430000,60.939999,60.290001,60.939999,41.095188,14076600
2009-10-16,60.570000,60.709999,60.250000,60.459999,40.771488,13911200
2009-10-19,60.610001,61.470001,60.419998,61.160000,41.243553,11443300
2009-10-20,61.310001,61.590000,60.509998,60.590000,40.859169,15725600
2009-10-21,60.599998,61.080002,60.279999,60.310001,40.670349,12529900
2009-10-22,60.150002,61.240002,60.040001,60.939999,41.095188,9926600
2009-10-23,60.860001,61.049999,60.119999,60.540001,40.825455,10743900
2009-10-26,60.689999,60.930000,59.959999,60.090000,40.521984,11809200
2009-10-27,60.299999,60.400002,59.939999,60.020000,40.474789,10269600
